Date,HOTD,DOTW,Holi,Cons_1,Cons_7,Temp,Humi,WS,WCT,THI,Consumption
2016-01-11 18:00,18,1,0,0,0,5.9,92,5,5.103854447,43.29672,330
2016-01-11 19:00,19,1,0,0,0,6,91,6,4.872988683,43.5524,1430
2016-01-11 20:00,20,1,0,0,0,6,88,6,4.872988683,43.8032,690
2016-01-11 21:00,21,1,0,0,0,6,87,6,4.872988683,43.8868,780
2016-01-11 22:00,22,1,0,0,0,5.6,88,6,4.413133495,43.13072,620
2016-01-11 23:00,23,1,0,0,0,5.9,87,7,4.457655692,43.71967,1550
2016-01-12 0:00,0,1,0,0,0,5.3,92,6,4.068242104,42.26424,320
2016-01-12 1:00,1,2,0,0,0,5.1,92,6,3.83831451,41.92008,1190
2016-01-12 2:00,2,2,0,0,0,5.2,92,5,4.30973667,42.09216,670
2016-01-12 3:00,3,2,0,0,0,4.8,92,4,4.28550436,41.40384,260
2016-01-12 4:00,4,2,0,0,0,4.9,93,6,3.608386916,41.48143,220
2016-01-12 5:00,5,2,0,0,0,5,91,5,4.082845877,41.8415,280
2016-01-12 6:00,6,2,0,0,0,4.9,95,4,4.397150666,41.29245,260
2016-01-12 7:00,7,2,0,0,0,5.1,93,5,4.196291274,41.82757,230
2016-01-12 8:00,8,2,0,0,0,5.1,91,5,4.196291274,42.01259,440
2016-01-12 9:00,9,2,0,0,0,4.8,91,5,3.855955084,41.49932,430
2016-01-12 10:00,10,2,0,0,0,5.3,91,5,4.423182067,42.35477,470
2016-01-12 11:00,11,2,0,0,0,6.4,86,5,5.67108143,44.63496,1170
2016-01-12 12:00,12,2,0,0,0,7,81,7,5.73676428,46.0003,340
2016-01-12 13:00,13,2,0,0,0,7.5,79,7,6.318177275,46.94375,1120
2016-01-12 14:00,14,2,0,0,0,7,81,8,5.48337556,46.0003,910
2016-01-12 15:00,15,2,0,0,0,6.9,76,5,6.238308413,46.21256,810
2016-01-12 16:00,16,2,0,0,0,6.3,82,4,5.960198954,44.79134,200
2016-01-12 17:00,17,2,0,0,0,6.5,75,7,5.155351286,45.66625,270
2016-01-12 18:00,18,2,0,330,0,5.4,85,7,3.876242698,43.0631,1330
2016-01-12 19:00,19,2,0,1430,0,4.8,91,6,3.493423119,41.49932,320
2016-01-12 20:00,10,2,0,690,0,4.5,93,7,2.829699308,40.78915,340
2016-01-12 21:00,21,2,0,780,0,4.7,91,6,3.378459322,41.32823,310
2016-01-12 22:00,22,2,0,620,0,5.3,88,7,3.759960099,42.62636,230
2016-01-12 23:00,23,2,0,1550,0,5.5,84,6,4.298169698,43.3168,280
2016-01-13 0:00,0,2,0,320,0,6,80,8,4.308859696,44.472,270
2016-01-13 1:00,1,3,0,1190,0,5.3,88,8,3.486698591,42.62636,190
2016-01-13 2:00,2,3,0,670,0,5.3,91,8,3.486698591,42.35477,280
2016-01-13 3:00,3,3,0,260,0,5.5,89,8,3.721601764,42.87405,260
2016-01-13 4:00,4,3,0,220,0,5.4,89,8,3.604150178,42.70494,210
2016-01-13 5:00,5,3,0,280,0,5.2,90,8,3.369247005,42.2752,270
2016-01-13 6:00,6,3,0,260,0,5,90,7,3.411112302,41.935,220
2016-01-13 7:00,7,3,0,230,0,5.1,89,6,3.83831451,42.19761,490
2016-01-13 8:00,8,3,0,440,0,5,90,5,4.082845877,41.935,310
2016-01-13 9:00,9,3,0,430,0,5,88,4,4.508796972,42.122,1610
2016-01-13 10:00,10,3,0,470,0,5,88,5,4.082845877,42.122,1010
2016-01-13 11:00,11,3,0,1170,0,5.5,81,5,4.65007286,43.58245,340
2016-01-13 12:00,12,3,0,340,0,6,76,6,4.872988683,44.8064,370
2016-01-13 13:00,13,3,0,1120,0,5.5,78,5,4.65007286,43.8481,240
2016-01-13 14:00,14,3,0,910,0,6.9,71,5,6.238308413,46.58601,220
2016-01-13 15:00,15,3,0,810,0,6.3,69,6,5.217880074,45.83953,270
2016-01-13 16:00,16,3,0,200,0,6.4,63,4,6.07184526,46.46668,280
2016-01-13 17:00,17,3,0,270,0,5,71,3,5.035972898,43.7115,500
2016-01-13 18:00,18,3,0,1330,0,3.7,77,3,3.613517157,41.10651,590
2016-01-13 19:00,19,3,0,320,0,2.7,89,3,2.519320433,38.13897,710
2016-01-13 20:00,10,3,0,340,0,3.2,88,5,2.040828738,39.09584,1290
2016-01-13 21:00,21,3,0,310,0,3,89,5,1.813937944,38.6463,1450
2016-01-13 22:00,22,3,0,230,0,2.7,88,5,1.473601754,38.25524,2040
2016-01-13 23:00,23,3,0,280,0,3.2,86,6,1.654002367,39.31848,550
2016-01-14 0:00,0,3,0,270,0,2.8,89,5,1.587047151,38.30808,270
2016-01-14 1:00,1,4,0,190,0,2.9,90,5,1.700492548,38.3629,280
2016-01-14 2:00,2,4,0,280,0,2.8,93,5,1.587047151,37.84696,210
2016-01-14 3:00,3,4,0,260,0,3.2,89,6,1.654002367,38.98452,270
2016-01-14 4:00,4,4,0,210,0,3.4,89,5,2.267719531,39.32274,240
2016-01-14 5:00,5,4,0,270,0,3.3,90,6,1.768966164,39.0433,230
2016-01-14 6:00,6,4,0,220,0,3.4,90,5,2.267719531,39.2134,280
2016-01-14 7:00,7,4,0,490,0,4,89,9,1.70022348,40.3374,260
2016-01-14 8:00,8,4,0,310,0,3.7,92,8,1.607473209,39.51096,1390
2016-01-14 9:00,9,4,0,1610,0,1.3,98,3,0.987445019,34.60026,990
2016-01-14 10:00,10,4,0,1010,0,1.9,95,6,0.159473007,36.04095,1300
2016-01-14 11:00,11,4,0,340,0,2.3,93,4,1.494346703,36.98161,3300
2016-01-14 12:00,12,4,0,370,0,2.9,92,5,1.700492548,38.13432,1230
2016-01-14 13:00,13,4,0,240,0,4.2,88,6,2.803640337,40.77704,1550
2016-01-14 14:00,14,4,0,220,0,4.8,85,6,3.493423119,42.0722,420
2016-01-14 15:00,15,4,0,270,0,5.5,84,6,4.298169698,43.3168,720
2016-01-14 16:00,16,4,0,280,0,5.4,79,6,4.183205901,43.60034,260
2016-01-14 17:00,17,4,0,500,0,4.6,76,7,2.945981907,42.61904,2730
2016-01-14 18:00,18,4,0,590,0,4.5,76,6,3.148531728,42.4628,1610
2016-01-14 19:00,19,4,0,710,0,4,77,7,2.248286313,41.5782,1590
2016-01-14 20:00,10,4,0,1290,0,3.4,86,8,1.25511845,39.65076,1100
2016-01-14 21:00,21,4,0,1450,0,4,70,10,1.463817283,42.302,700
2016-01-14 22:00,22,4,0,2040,0,3.5,70,8,1.372570037,41.5505,620
2016-01-14 23:00,23,4,0,550,0,1.4,92,7,-0.775061258,35.55312,290
2016-01-15 0:00,0,4,0,270,0,0.8,94,9,-2.091893082,34.25048,230
2016-01-15 1:00,1,5,0,280,0,0,100,10,-3.314650193,32,320
2016-01-15 2:00,2,5,0,210,0,0.4,99,10,-2.836803446,32.85904,310
2016-01-15 3:00,3,5,0,270,0,1.3,92,11,-2.002742439,35.38104,260
2016-01-15 4:00,4,5,0,240,0,2.7,83,10,-0.089184647,38.83659,270
2016-01-15 5:00,5,5,0,230,0,3,76,10,0.269200414,40.1192,310
2016-01-15 6:00,6,5,0,280,0,3.2,72,10,0.508123788,40.87696,300
2016-01-15 7:00,7,5,0,260,0,3.2,76,9,0.75219434,40.43168,290
2016-01-15 8:00,8,5,0,1390,0,3.2,78,8,1.020215277,40.20904,290
2016-01-15 9:00,9,5,0,990,0,3.2,80,10,0.508123788,39.9864,1760
2016-01-15 10:00,10,5,0,1300,0,3.2,82,9,0.75219434,39.76376,900
2016-01-15 11:00,11,5,0,3300,0,3.9,82,8,1.842376382,40.89902,1080
2016-01-15 12:00,12,5,0,1230,0,3.7,88,9,1.344712553,39.93644,420
2016-01-15 13:00,13,5,0,1550,0,3.9,87,8,1.842376382,40.37707,1660
2016-01-15 14:00,14,5,0,420,0,4.2,86,8,2.194731141,40.97988,780
2016-01-15 15:00,15,5,0,720,0,4.5,84,8,2.5470859,41.6752,380
2016-01-15 16:00,16,5,0,260,0,1.7,96,7,-0.426213462,35.56468,330
2016-01-15 17:00,17,5,0,2730,0,2.2,94,7,0.155199533,36.68732,380
2016-01-15 18:00,18,5,0,1610,0,2.9,93,5,1.700492548,38.02003,580
2016-01-15 19:00,19,5,0,1590,0,2.5,93,7,0.50404733,37.32775,1920
2016-01-15 20:00,10,5,0,1100,0,2.5,97,5,1.246710961,36.85475,1180
2016-01-15 21:00,21,5,0,700,0,2.2,97,4,1.382700397,36.32366,1360
2016-01-15 22:00,22,5,0,620,0,2.2,96,4,1.382700397,36.44488,1460
2016-01-15 23:00,23,5,0,290,0,2.7,95,3,2.519320433,37.44135,1150
2016-01-16 0:00,0,5,0,230,0,2.4,97,3,2.191061415,36.67772,360
2016-01-16 1:00,1,6,1,320,0,2.25,96,4,1.43852355,36.5329,240
2016-01-16 2:00,2,6,1,310,0,2.1,95,5,0.792929374,36.39105,310
2016-01-16 3:00,3,6,1,260,0,1.5,95,2,2.013201765,35.34075,270
2016-01-16 4:00,4,6,1,270,0,0.6,97,2,1.05514785,33.49118,270
2016-01-16 5:00,5,6,1,310,0,0.6,96,3,0.221507312,33.62824,300
2016-01-16 6:00,6,6,1,300,0,0.5,96,3,0.11208764,33.4522,240
2016-01-16 7:00,7,6,1,290,0,1,96,3,0.659186002,34.3324,310
2016-01-16 8:00,8,6,1,290,0,1.2,96,3,0.878025347,34.68448,1820
2016-01-16 9:00,9,6,1,1760,0,1.3,97,3,0.987445019,34.73039,520
2016-01-16 10:00,10,6,1,900,0,2,95,3,1.753382726,36.216,360
2016-01-16 11:00,11,6,1,1080,0,3.5,93,3,3.394677812,39.05845,430
2016-01-16 12:00,12,6,1,420,0,4.7,87,3,4.707713881,41.71411,320
2016-01-16 13:00,13,6,1,1660,0,5.9,66,5,5.103854447,45.49606,480
2016-01-16 14:00,14,6,1,780,0,5.8,80,4,5.401967422,44.1516,510
2016-01-16 15:00,15,6,1,380,0,5.2,67,7,3.6436775,44.38016,420
2016-01-16 16:00,16,6,1,330,0,4.1,71,4,3.503980216,42.34989,1260
2016-01-16 17:00,17,6,1,380,0,1.6,88,3,1.315704036,36.40592,450
2016-01-16 18:00,18,6,1,580,0,2.5,78,7,0.50404733,39.1015,1790
2016-01-16 19:00,19,6,1,1920,0,2,87,3,1.753382726,37.2016,3310
2016-01-16 20:00,10,6,1,1180,0,0.8,92,1,2.5644,34.52064,1720
2016-01-16 21:00,21,6,1,1360,0,0.4,96,5,-1.135642368,33.27616,700
2016-01-16 22:00,22,6,1,1460,0,0.5,98,2,0.948697415,33.1761,1060
2016-01-16 23:00,23,6,1,1150,0,1,93,3,0.659186002,34.7317,640
2016-01-17 0:00,0,6,1,360,0,0.5,96,2,0.948697415,33.4522,290
2016-01-17 1:00,1,7,1,240,0,0.8,96,3,0.440346657,33.98032,300
2016-01-17 2:00,2,7,1,310,0,1,93,3,0.659186002,34.7317,310
2016-01-17 3:00,3,7,1,270,0,0.4,98,4,-0.626933116,32.99808,240
2016-01-17 4:00,4,7,1,270,0,0.6,97,2,1.05514785,33.49118,320
2016-01-17 5:00,5,7,1,300,0,0.5,96,3,0.11208764,33.4522,310
2016-01-17 6:00,6,7,1,240,0,0.4,97,3,0.002667968,33.13712,240
2016-01-17 7:00,7,7,1,310,0,0.5,96,3,0.11208764,33.4522,410
2016-01-17 8:00,8,7,1,1820,0,-0.8,96,2,-0.43515824,31.16368,2300
2016-01-17 9:00,9,7,1,520,0,-0.8,93,2,-0.43515824,31.61644,1510
2016-01-17 10:00,10,7,1,360,0,0.2,90,1,1.9536,33.7702,1580
2016-01-17 11:00,11,7,1,430,0,1.3,87,1,3.0734,36.03169,630
2016-01-17 12:00,12,7,1,320,0,2.4,76,2,2.971255681,39.18176,1850
2016-01-17 13:00,13,7,1,480,0,2.9,71,2,3.503507856,40.53441,710
2016-01-17 14:00,14,7,1,510,0,3,63,2,3.609958291,41.5921,1320
2016-01-17 15:00,15,7,1,420,0,3.1,59,2,3.716408726,42.18471,510
2016-01-17 16:00,16,7,1,1260,0,2.7,60,1,4.4986,41.5108,480
2016-01-17 17:00,17,7,1,450,0,0.8,73,2,1.26804872,37.08716,490
2016-01-17 18:00,18,7,1,1790,0,-0.8,83,2,-0.43515824,33.12564,2760
2016-01-17 19:00,19,7,1,3310,0,-1,79,2,-0.64805911,33.4109,1590
2016-01-17 20:00,10,7,1,1720,0,-1.2,73,2,-0.86095998,34.02176,620
2016-01-17 21:00,21,7,1,700,0,-1.5,80,3,-2.076305808,32.457,800
2016-01-17 22:00,22,7,1,1060,0,-1.9,82,2,-1.606113025,31.49258,570
2016-01-17 23:00,23,7,1,640,0,-2.3,83,2,-2.031914765,30.67809,360
2016-01-18 0:00,0,7,1,290,0,-2.8,86,2,-2.564166941,29.35008,370
2016-01-18 1:00,1,1,0,300,0,-3.3,86,2,-3.096419116,28.51938,260
2016-01-18 2:00,2,1,0,310,0,-4,89,2,-3.841572161,26.8086,270
2016-01-18 3:00,3,1,0,240,0,-4,87,2,-3.841572161,27.1738,230
2016-01-18 4:00,4,1,0,320,0,-4,86,3,-4.811797618,27.3564,260
2016-01-18 5:00,5,1,0,310,0,-4,84,3,-4.811797618,27.7216,270
2016-01-18 6:00,6,1,0,240,0,-4.5,87,3,-5.35889598,26.33815,210
2016-01-18 7:00,7,1,0,410,0,-4.8,88,2,-4.693175641,25.64624,380
2016-01-18 8:00,8,1,0,2300,0,-4.5,87,2,-4.373824336,26.33815,250
2016-01-18 9:00,9,1,0,1510,0,-4.1,86,2,-3.948022596,27.19026,230
2016-01-18 10:00,10,1,0,1580,0,-3.5,87,1,-1.813,28.00945,270
2016-01-18 11:00,11,1,0,630,0,-2.2,80,3,-2.842243515,31.3356,200
2016-01-18 12:00,12,1,0,1850,0,-1.4,74,3,-1.966886136,33.55836,260
2016-01-18 13:00,13,1,0,710,0,-1.1,72,3,-1.638627118,34.32892,220
2016-01-18 14:00,14,1,0,1320,0,-0.6,70,3,-1.091528756,35.3882,260
2016-01-18 15:00,15,1,0,510,0,-0.4,67,3,-0.872689412,36.12968,260
2016-01-18 16:00,16,1,0,480,0,-0.5,70,2,-0.115806935,35.5385,200
2016-01-18 17:00,17,1,0,490,0,-1.2,82,2,-0.86095998,32.62784,270
2016-01-18 18:00,18,1,0,2760,330,-2,87,3,-2.62340417,30.5164,200
2016-01-18 19:00,19,1,0,1590,1430,-2.5,83,3,-3.170502532,30.35175,2070
2016-01-18 20:00,10,1,0,620,690,-2.5,78,3,-3.170502532,31.1905,1350
2016-01-18 21:00,21,1,0,800,780,-3,83,2,-2.777067811,29.5359,3470
2016-01-18 22:00,22,1,0,570,620,-4,86,2,-3.841572161,27.3564,1540
2016-01-18 23:00,23,1,0,360,1550,-4.9,88,1,-3.2382,25.47812,330
2016-01-19 0:00,0,1,0,370,320,-4.5,87,1,-2.831,26.33815,260
2016-01-19 1:00,1,2,0,260,1190,-4.6,91,1,-2.9328,25.41686,280
2016-01-19 2:00,2,2,0,270,670,-4.3,88,1,-2.6274,26.48684,250
2016-01-19 3:00,3,2,0,230,260,-4.5,91,1,-2.831,25.58795,220
2016-01-19 4:00,4,2,0,260,220,-4.1,89,1,-2.4238,26.63949,280
2016-01-19 5:00,5,2,0,270,280,-4.1,89,1,-2.4238,26.63949,190
2016-01-19 6:00,6,2,0,210,260,-4.5,91,1,-2.831,25.58795,270
2016-01-19 7:00,7,2,0,380,230,-4.3,90,1,-2.6274,26.1157,270
2016-01-19 8:00,8,2,0,250,440,-4.3,89,1,-2.6274,26.30127,260
2016-01-19 9:00,9,2,0,230,430,-4.9,93,1,-3.2382,24.52057,250
2016-01-19 10:00,10,2,0,270,470,-3.7,91,1,-2.0166,26.95667,200
2016-01-19 11:00,11,2,0,200,1170,-2.4,81,1,-0.6932,30.84844,270
2016-01-19 12:00,12,2,0,260,340,-1.6,75,1,0.1212,33.091,210
2016-01-19 13:00,13,2,0,220,1120,0,64,1,1.75,37.148,260
2016-01-19 14:00,14,2,0,260,910,-0.2,68,1,1.5464,36.27936,200
2016-01-19 15:00,15,2,0,260,810,1.7,57,1,3.4806,40.48531,260
2016-01-19 16:00,16,2,0,200,200,0.3,62,1,2.0554,37.86114,220
2016-01-19 17:00,17,2,0,270,270,-0.5,74,1,1.241,34.9467,270
2016-01-19 18:00,18,2,0,200,1330,-2,83,1,-0.286,31.1676,730
2016-01-19 19:00,19,2,0,2070,320,-2.7,88,1,-0.9986,29.17676,810
2016-01-19 20:00,10,2,0,1350,340,-3,89,0,11.2555,28.4997,2300
2016-01-19 21:00,21,2,0,3470,310,-4.5,94,2,-4.373824336,25.0253,2780
2016-01-19 22:00,22,2,0,1540,230,-3.6,91,1,-1.9148,27.12776,660
2016-01-19 23:00,23,2,0,330,280,-4,91,1,-2.322,26.4434,270
2016-01-20 0:00,0,2,0,260,270,-4.5,94,1,-2.831,25.0253,270
2016-01-20 1:00,1,3,0,280,190,-4.8,94,2,-4.693175641,24.50312,210
2016-01-20 2:00,2,3,0,250,280,-4.866666667,93,1.666666667,-4.336930671,24.57826,280
2016-01-20 3:00,3,3,0,220,260,-4.933333333,92,1.333333333,-3.899856561,24.65472,180
2016-01-20 4:00,4,3,0,280,210,-5,91,1,-3.34,24.7325,270
2016-01-20 5:00,5,3,0,190,270,-4,90,1,-2.322,26.626,230
2016-01-20 6:00,6,3,0,270,220,-3,90,3,-3.717600894,28.327,250
2016-01-20 7:00,7,3,0,270,490,-2.8,90,2,-2.564166941,28.6672,710
2016-01-20 8:00,8,3,0,260,310,-2.4,86,2,-2.1383652,30.01464,340
2016-01-20 9:00,9,3,0,250,1610,-2.2,88,4,-3.529737079,30.01736,970
2016-01-20 10:00,10,3,0,200,1010,-2,89,2,-1.71256346,30.1908,410
2016-01-20 11:00,11,3,0,270,340,-1.7,88,3,-2.295145153,30.85796,470
2016-01-20 12:00,12,3,0,210,370,-0.9,84,3,-1.419787774,32.81056,730
2016-01-20 13:00,13,3,0,260,240,-0.4,83,2,-0.0093565,33.77832,540
2016-01-20 14:00,14,3,0,200,220,0.3,81,2,0.735796545,35.20057,450
2016-01-20 15:00,15,3,0,260,270,0.6,80,2,1.05514785,35.8212,330
2016-01-20 16:00,16,3,0,220,280,0.6,83,2,1.05514785,35.41002,480
2016-01-20 17:00,17,3,0,270,500,0.3,87,2,0.735796545,34.36039,400
2016-01-20 18:00,18,3,0,730,590,0.1,90,2,0.522895675,33.6001,1140
2016-01-20 19:00,19,3,0,810,710,-0.2,93,2,0.20354437,32.65486,1800
2016-01-20 20:00,10,3,0,2300,1290,0.1,90,1,1.8518,33.6001,2040
2016-01-20 21:00,21,3,0,2780,1450,0.3,90,2,0.735796545,33.9403,1910
2016-01-20 22:00,22,3,0,660,2040,0.3,89,2,0.735796545,34.08033,1190
2016-01-20 23:00,23,3,0,270,550,0.3,88,2,0.735796545,34.22036,860
2016-01-21 0:00,0,3,0,270,270,0,88,2,0.41644524,33.716,310
2016-01-21 1:00,1,4,0,210,280,-1,90,2,-0.64805911,31.729,240
2016-01-21 2:00,2,4,0,280,210,-2,94,2,-1.71256346,29.3768,320
2016-01-21 3:00,3,4,0,180,270,-0.8,91,1,0.9356,31.91828,260
2016-01-21 4:00,4,4,0,270,240,-0.7,90,1,1.0374,32.2393,300
2016-01-21 5:00,5,4,0,230,230,-1.2,88,2,-0.86095998,31.69856,240
2016-01-21 6:00,6,4,0,250,280,-2.2,89,2,-1.92546433,29.85258,310
2016-01-21 7:00,7,4,0,710,260,-1.8,90,2,-1.49966259,30.3682,270
2016-01-21 8:00,8,4,0,340,1390,-2.8,91,1,-1.1004,28.49648,260
2016-01-21 9:00,9,4,0,970,990,-4.3,93,1,-2.6274,25.55899,210
2016-01-21 10:00,10,4,0,410,1300,-1.5,90,1,0.223,30.8785,300
2016-01-21 11:00,11,4,0,470,3300,1,76,1,2.768,36.9944,360
2016-01-21 12:00,12,4,0,730,1230,2.2,66,1,3.9896,40.08148,300
2016-01-21 13:00,13,4,0,540,1550,3.6,56,1,5.4148,43.20384,320
2016-01-21 14:00,14,4,0,450,420,4.4,56,2,5.100264381,44.29536,1060
2016-01-21 15:00,15,4,0,330,720,4.7,51,1,6.5346,45.18703,360
2016-01-21 16:00,16,4,0,480,260,4.5,60,1,6.331,44.038,260
2016-01-21 17:00,17,4,0,400,2730,2.3,70,1,4.0914,39.7469,260
2016-01-21 18:00,18,4,0,1140,1610,0.3,77,1,2.0554,35.76069,230
2016-01-21 19:00,19,4,0,1800,1590,-0.8,84,1,0.9356,32.97472,2790
2016-01-21 20:00,10,4,0,2040,1100,-0.6,84,2,-0.22225737,33.30304,1180
2016-01-21 21:00,21,4,0,1910,700,1.1,82,4,0.154591028,36.35798,1910
2016-01-21 22:00,22,4,0,1190,620,0.4,85,3,0.002667968,34.8056,1030
2016-01-21 23:00,23,4,0,860,290,-0.6,90,2,-0.22225737,32.4094,290
2016-01-22 0:00,0,4,0,310,230,0,88,4,-1.073518341,33.716,260
2016-01-22 1:00,1,5,0,240,320,-0.3,89,3,-0.763269739,33.06567,230
2016-01-22 2:00,2,5,0,320,310,-0.3,88,3,-0.763269739,33.21164,240
2016-01-22 3:00,3,5,0,260,260,-0.6,88,3,-1.091528756,32.70728,210
2016-01-22 4:00,4,5,0,300,270,-0.8,87,3,-1.310368101,32.52196,240
2016-01-22 5:00,5,5,0,240,310,-1.2,87,3,-1.748046791,31.85344,210
2016-01-22 6:00,6,5,0,310,300,-1,85,3,-1.529207446,32.4935,250
2016-01-22 7:00,7,5,0,270,290,-1.3,84,2,-0.967410415,32.15392,210
2016-01-22 8:00,8,5,0,260,290,-0.8,81,3,-1.310368101,33.42748,290
2016-01-22 9:00,9,5,0,210,1760,-0.1,78,4,-1.185164647,34.98778,600
2016-01-22 10:00,10,5,0,300,900,0.1,79,4,-0.961872035,35.16221,340
2016-01-22 11:00,11,5,0,360,1080,1.2,76,4,0.266237334,37.30688,540
2016-01-22 12:00,12,5,0,300,420,2.7,71,5,1.473601754,40.23183,640
2016-01-22 13:00,13,5,0,320,1660,3.5,70,6,1.998893758,41.5505,190
2016-01-22 14:00,14,5,0,1060,780,3.7,69,6,2.228821352,41.95747,270
2016-01-22 15:00,15,5,0,360,380,3.7,76,6,2.228821352,41.21288,180
2016-01-22 16:00,16,5,0,260,330,3,88,5,1.813937944,38.7596,250
2016-01-22 17:00,17,5,0,260,380,3,93,6,1.424074774,38.1931,190
2016-01-22 18:00,18,5,0,230,580,3.2,96,6,1.654002367,38.20528,240
2016-01-22 19:00,19,5,0,2790,1920,3.6,95,6,2.113857555,39.0168,200
2016-01-22 20:00,10,5,0,1180,1180,3.7,97,7,1.899438517,38.97911,200
2016-01-22 21:00,21,5,0,1910,1360,3.7,97,6,2.228821352,38.97911,240
2016-01-22 22:00,22,5,0,1030,1460,3.7,98,5,2.608055721,38.87274,190
2016-01-22 23:00,23,5,0,290,1150,4.1,100,5,3.061837307,39.38,250
2016-01-23 0:00,0,5,0,260,360,4.5,100,5,3.515618894,40.1,180
2016-01-23 1:00,1,6,1,230,240,4.6,100,4,4.062211747,40.28,240
2016-01-23 2:00,2,6,1,240,310,4.9,100,3,4.926553225,40.82,210
2016-01-23 3:00,3,6,1,210,270,5.1,100,3,5.14539257,41.18,200
2016-01-23 4:00,4,6,1,240,270,5,99,3,5.035972898,41.0935,240
2016-01-23 5:00,5,6,1,210,300,5.1,100,4,4.620443278,41.18,180
2016-01-23 6:00,6,6,1,250,240,5.9,100,4,5.513613729,42.62,270
2016-01-23 7:00,7,6,1,210,310,5.9,99,4,5.513613729,42.70459,170
2016-01-23 8:00,8,6,1,290,1820,5.6,99,3,5.692490932,42.16756,220
2016-01-23 9:00,9,6,1,600,520,5.6,100,4,5.17867481,42.08,880
2016-01-23 10:00,10,6,1,340,360,6,99,3,6.130169622,42.8836,830
2016-01-23 11:00,11,6,1,540,430,6.3,100,4,5.960198954,43.34,800
2016-01-23 12:00,12,6,1,640,320,6.8,98,5,6.124863017,44.39136,780
2016-01-23 13:00,13,6,1,190,480,7.1,97,3,7.333786018,44.99813,940
2016-01-23 14:00,14,6,1,270,510,7.4,95,5,6.805535396,45.6687,900
2016-01-23 15:00,15,6,1,180,420,7.5,95,4,7.299954629,45.84375,1050
2016-01-23 16:00,16,6,1,250,1260,6.6,98,4,6.295137872,44.03532,500
2016-01-23 17:00,17,6,1,190,450,6.5,98,4,6.183491566,43.8573,480
2016-01-23 18:00,18,6,1,240,1790,5,97,2,5.738966991,41.2805,1420
2016-01-23 19:00,19,6,1,200,3310,6.3,96,3,6.458428639,43.66252,570
2016-01-23 20:00,10,6,1,200,1720,5.9,91,4,5.513613729,43.38131,510
2016-01-23 21:00,21,6,1,240,700,5.9,90,5,5.103854447,43.4659,630
2016-01-23 22:00,22,6,1,190,1060,5.5,91,5,4.65007286,42.69695,580
2016-01-23 23:00,23,6,1,250,640,5.4,91,4,4.955382197,42.52586,390
2016-01-24 0:00,0,6,1,180,290,5.1,92,5,4.196291274,41.92008,430
2016-01-24 1:00,1,7,1,240,300,5.3,92,4,4.843735891,42.26424,200
2016-01-24 2:00,2,7,1,210,310,5.3,92,4,4.843735891,42.26424,260
2016-01-24 3:00,3,7,1,200,240,5.4,92,4,4.955382197,42.43632,180
2016-01-24 4:00,4,7,1,240,320,5.8,91,4,5.401967422,43.21022,250
2016-01-24 5:00,5,7,1,180,310,6.1,91,4,5.736906341,43.72349,220
2016-01-24 6:00,6,7,1,270,240,6.8,87,6,5.792699059,45.22384,210
2016-01-24 7:00,7,7,1,170,410,6,93,7,4.573938291,43.3852,230
2016-01-24 8:00,8,7,1,220,2300,6.1,96,7,4.69022089,43.31044,750
2016-01-24 9:00,9,7,1,880,1510,6.6,95,5,5.897972223,44.2683,4000
2016-01-24 10:00,10,7,1,830,1580,6.5,94,6,5.447807668,44.1719,1680
2016-01-24 11:00,11,7,1,800,630,6.5,98,5,5.784526827,43.8573,2280
2016-01-24 12:00,12,7,1,780,1850,6.6,99,5,5.897972223,43.95766,1250
2016-01-24 13:00,13,7,1,940,710,7,99,4,6.741723097,44.6737,1720
2016-01-24 14:00,14,7,1,900,1320,7.4,99,4,7.188308323,45.38974,2130
2016-01-24 15:00,15,7,1,1050,510,7.9,97,4,7.746539854,46.41437,870
2016-01-24 16:00,16,7,1,500,480,7.8,97,5,7.259316983,46.23734,510
2016-01-24 17:00,17,7,1,480,490,7.9,96,5,7.37276238,46.47916,360
2016-01-24 18:00,18,7,1,1420,2760,8,96,4,7.85818616,46.6552,480
2016-01-24 19:00,19,7,1,570,1590,7.9,96,3,8.209143397,46.47916,370
2016-01-24 20:00,10,7,1,510,620,8,95,3,8.31856307,46.719,1040
2016-01-24 21:00,21,7,1,630,800,8.1,95,4,7.969832466,46.89405,900
2016-01-24 22:00,22,7,1,580,570,8.1,95,4,7.969832466,46.89405,500
2016-01-24 23:00,23,7,1,390,360,7.9,95,3,8.209143397,46.54395,1010
2016-01-25 0:00,0,7,1,430,370,8,95,2,8.932480042,46.719,230
2016-01-25 1:00,1,1,0,200,260,8.1,94,2,9.038930477,46.95686,290
2016-01-25 2:00,2,1,0,260,270,8.1,94,2,9.038930477,46.95686,260
2016-01-25 3:00,3,1,0,180,230,8.2,94,4,8.081478773,47.13092,270
2016-01-25 4:00,4,1,0,250,260,8.4,94,3,8.756241759,47.47904,300
2016-01-25 5:00,5,1,0,220,270,7.5,97,3,7.771464708,45.70625,230
2016-01-25 6:00,6,1,0,210,210,7.1,95,3,7.333786018,45.14355,290
2016-01-25 7:00,7,1,0,230,380,6.5,95,3,6.677267984,44.09325,250
2016-01-25 8:00,8,1,0,750,250,6.8,95,3,7.005527001,44.6184,280
2016-01-25 9:00,9,1,0,4000,230,7.3,93,3,7.552625363,45.63511,290
