Prediction
1002.4999302196774
1172.5568059430393
1267.977045623294
1439.3173370982263
1448.2879300826337
1318.2642015652123
259.03381609875987
291.6804669264149
223.02569812260236
233.39907924566046
254.81667617337214
202.47744282141824
965.4504603229028
198.54542488078644
209.10381741889677
462.56866636478475
613.2433887294484
1867.6387296719347
802.8977967235342
1054.4364256227104
851.4689359175057
841.2846697086579
645.0275350552376
742.2786911566046
860.1665758385814
1347.047577041304
1364.5800581924698
1468.4594167383448
1306.2979844049364
1156.638779118954
269.58997698531635
290.8299532548955
283.3246863648769
265.5979027238699
265.25407562929234
282.046990095322
239.7571126476486
240.85371671826692
218.1964366505953
1135.5456151613366
599.7576980280422
700.616290163071
488.76862780757216
471.14106442674
384.1683020325891
418.1547419354227
395.6328740109559
509.6992514455996
428.54716944346177
1099.2780451657122
818.694832820387
1040.8223252208602
864.6245143189435
754.3254086639969
320.0804220502872
313.13272403512957
338.4855051900376
319.9018848541528
325.3188659738456
327.74359525575545
306.205628762911
324.5884663235716
359.66860866313567
484.28971299486585
534.7686164131161
501.48957734882225
534.502847533743
651.6406792668275
625.8044021258912
476.5911608085767
304.30331140542245
372.84753025906247
553.1158239413744
586.3019590212407
601.1172665784944
671.8530290330235
742.5755824955608
517.058830128133
287.79158643587516
291.3083070121626
340.3985210285388
314.78185081252235
305.85543825434627
320.7182341791323
330.37656266429207
352.81332013618754
334.7194614390955
499.09352892309784
369.58434485015874
513.3705515907792
498.4067953090875
203.34548881833797
247.99690019894277
350.5826344445396
437.79202825820363
532.0189609466148
399.6312993114574
597.9033218054697
330.25854913073977
654.5066092976105
733.3900431264741
787.1361763552806
400.3525277603952
288.4876226337367
211.87819058824218
201.15814019871502
167.3372064463296
185.23067813550185
157.16193663071257
178.4551199942529
200.82604383211188
668.2717997903202
998.0594206376425
1077.97303415848
1494.898517290054
1488.3200973073083
1197.5543328766285
1083.8344930344738
892.3592951380402
829.6987931474292
876.2905168637504
648.0298476940244
284.64393126098156
583.3893871096042
524.9990082530795
542.8859164497335
245.29317940514719
229.5669774665998
245.34456687016043
230.48312026926808
222.50563727871557
236.32645053663765
208.38513880490166
265.5220647721146
222.45154372837982
593.4262786833066
